node1,	node2,	dist,	visibility,	sound,	transitability,	lockable,	flow
8.1,	10.1,	6,	0,		0.66,	0,		0,		0
8.1,	10.2,	10,	0,		0.66,	0,		0,		0
8.1,	11.1,	8,	0,		0.66,	0,		0,		0
8.1,	11.2,	13,	0,		0.33,	0,		0,		0
8.1,	12.1,	3,	0,		0.66,	0,		0,		0
8.1,	13.1,	6,	0,		0.66,	0,		0,		0
8.1,	14.1,	6,	0,		0.66,	0,		0,		0
8.1,	15.1,	9,	0,		0.66,	0,		0,		0
8.1,	16.1,	13,	0,		0.33,	0,		0,		0
8.1,	25.1,	10,	0,		0.66,	0,		0,		0
8.1,	26.1,	11,	0,		0.33,	0,		0,		0
8.1,	27.1,	13,	0,		0.33,	0,		0,		0
8.1,	38.1,	8,	0,		0.66,	0,		0,		0
8.1,	39.1,	9,	0,		0.66,	0,		0,		0
8.1,	40.1,	12,	0,		0.33,	0,		0,		0
8.1,	40.2,	13,	0,		0.33,	0,		0,		0

8.2,	1.3,	11,	0,		0.33,	0,		0,		0
8.2,	1.4,	9,	0,		0.66,	0,		0,		0
8.2,	1.5,	7,	0.8,		0.66,	0,		0,		0
8.2,	1.6,	8,	0,		0.66,	0,		0,		0
8.2,	4.1,	14,	0,		0.33,	0,		0,		0
8.2,	4.2,	9,	0,		0.66,	0,		0,		0
8.2,	4.3,	11,	0,		0.33,	0,		0,		0
8.2,	5.1,	15,	0,		0.33,	0,		0,		0
8.2,	6.1,	7,	0,		0.66,	0,		0,		0
8.2,	6.2,	5,	0,		0.66,	0,		0,		0
8.2,	7.1,	11,	0,		0.33,	0,		0,		0
8.2,	7.2,	15,	0,		0.33,	0,		0,		0
8.2,	8.1,	4,	0,		1,	1,		0,		20
8.2,	9.1,	10,	0.5,		0.66,	0,		0,		0
8.2,	9.2,	14,	0.3,		0.33,	0,		0,		0
8.2,	10.1,	6,	0,		0.66,	0,		0,		0
8.2,	10.2,	10,	0,		0.66,	0,		0,		0
8.2,	11.1,	13,	0,		0.33,	0,		0,		0
8.2,	12.1,	5,	0,		0.66,	0,		0,		0
8.2,	13.1,	9,	0,		0.66,	0,		0,		0
8.2,	14.1,	4,	0,		0.66,	0,		0,		0
8.2,	15.1,	8,	0,		0.66,	0,		0,		0
8.2,	16.1,	11,	0,		0.33,	0,		0,		0
8.2,	17.1,	15,	0,		0.33,	0,		0,		0
8.2,	25.1,	15,	0,		0.33,	0,		0,		0
8.2,	26.1,	15,	0,		0.33,	0,		0,		0
8.2,	38.1,	10,	0,		0.66,	0,		0,		0
8.2,	39.1,	13,	0,		0.33,	0,		0,		0
8.2,	40.1,	13,	0,		0.33,	0,		0,		0
8.2,	40.2,	15,	0,		0.33,	0,		0,		0

9.1,	1.2,	17,	0,		0.33,	0,		0,		0
9.1,	1.3,	10,	0,		0.66,	0,		0,		0
9.1,	1.4,	7,	0,		0.66,	0,		0,		0
9.1,	1.5,	4,	1,		1,	1,		0,		2.5
9.1,	1.6,	6,	0,		0.66,	0,		0,		0
9.1,	4.1,	14,	0,		0.33,	0,		0,		0
9.1,	4.2,	10,	0,		0.33,	0,		0,		0
9.1,	4.3,	15,	0,		0.33,	0,		0,		0
9.1,	5.1,	10,	0,		0.66,	0,		0,		0
9.1,	5.2,	13,	0,		0.66,	0,		0,		0
9.1,	6.1,	8,	0,		0.66,	0,		0,		0
9.1,	6.2,	11,	0,		0.33,	0,		0,		0
9.1,	7.1,	5,	0,		0.66,	0,		0,		0
9.1,	7.2,	7,	0,		0.66,	0,		0,		0
9.1,	8.1,	6,	0.6,		0.66,	0,		0,		0
9.1,	8.2,	10,	0.5,		0.66,	0,		0,		0
9.1,	9.2,	4,	1,		1,	1,		0,		20
9.1,	10.1,	8,	0,		0.66,	0,		0,		0
9.1,	10.2,	12,	0,		0.33,	0,		0,		0
9.1,	11.1,	6,	0,		0.66,	0,		0,		0
9.1,	11.2,	10,	0,		0.66,	0,		0,		0
9.1,	11.3,	14,	0,		0.33,	0,		0,		0
9.1,	12.1,	7,	0,		0.66,	0,		0,		0
9.1,	13.1,	3,	0,		0.8,	0,		0,		0
9.1,	14.1,	10,	0,		0.66,	0,		0,		0
9.1,	15.1,	13,	0,		0.33,	0,		0,		0
9.1,	16.1,	15,	0,		0.33,	0,		0,		0
9.1,	25.1,	5,	0,		0.66,	0,		0,		0
9.1,	26.1,	7,	0,		0.66,	0,		0,		0
9.1,	27.1,	9,	0,		0.66,	0,		0,		0
9.1,	28.1,	13,	0,		0.33,	0,		0,		0
9.1,	38.1,	9,	0,		0.66,	0,		0,		0
9.1,	39.1,	8,	0,		0.66,	0,		0,		0
9.1,	40.1,	12,	0,		0.33,	0,		0,		0
9.1,	40.2,	13,	0,		0.33,	0,		0,		0

9.2,	1.3,	11,	0,		0.33,	0,		0,		0
9.2,	1.4,	9,	0,		0.66,	0,		0,		0
9.2,	1.5,	7,	0.8,		0.66,	0,		0,		0
9.2,	1.6,	8,	0,		0.66,	0,		0,		0
9.2,	4.2,	13,	0,		0.33,	0,		0,		0
9.2,	5.1,	11,	0,		0.66,	0,		0,		0
9.2,	5.2,	12,	0,		0.66,	0,		0,		0
9.2,	6.1,	11,	0,		0.66,	0,		0,		0
9.2,	6.2,	15,	0,		0.33,	0,		0,		0
9.2,	7.1,	6,	0,		0.66,	0,		0,		0
9.2,	7.2,	5,	0,		0.66,	0,		0,		0
9.2,	8.1,	9,	0.4,		0.66,	0,		0,		0
9.2,	8.2,	14,	0.3,		0.33,	0,		0,		0
9.2,	9.1,	4,	1,		1,	1,		0,		20
9.2,	10.1,	12,	0,		0.33,	0,		0,		0
9.2,	10.2,	15,	0,		0.33,	0,		0,		0
9.2,	11.1,	6,	0,		0.66,	0,		0,		0
9.2,	11.2,	10,	0,		0.66,	0,		0,		0
9.2,	11.3,	14,	0,		0.33,	0,		0,		0
9.2,	12.1,	9,	0,		0.66,	0,		0,		0
9.2,	13.1,	6,	0,		0.66,	0,		0,		0
9.2,	14.1,	14,	0,		0.33,	0,		0,		0
9.2,	25.1,	3,	0,		0.8,	0,		0,		0
9.2,	26.1,	6,	0,		0.66,	0,		0,		0
9.2,	27.1,	9,	0,		0.66,	0,		0,		0
9.2,	28.1,	13,	0,		0.33,	0,		0,		0
9.2,	29.1,	15,	0,		0.33,	0,		0,		0
9.2,	38.1,	13,	0,		0.33,	0,		0,		0
9.2,	39.1,	9,	0,		0.66,	0,		0,		0
9.2,	40.1,	15,	0,		0.33,	0,		0,		0
9.2,	40.2,	13,	0,		0.33,	0,		0,		0

10.1,	1.3,	15,	0,		0.33,	0,		0,		0
10.1,	1.4,	12,	0,		0.33,	0,		0,		0
10.1,	1.5,	7,	0,		0.66,	0,		0,		0
10.1,	1.6,	4,	1,		1,	1,		0,		20
10.1,	4.2,	14,	0,		0.33,	0,		0,		0
10.1,	6.1,	10,	0,		0.66,	0,		0,		0
10.1,	6.2,	10,	0,		0.66,	0,		0,		0
10.1,	7.1,	13,	0,		0.33,	0,		0,		0
10.1,	7.2,	15,	0,		0.33,	0,		0,		0
10.1,	8.1,	6,	0,		0.66,	0,		0,		0
10.1,	8.2,	6,	0,		0.66,	0,		0,		0
10.1,	9.1,	8,	0,		0.66,	0,		0,		0
10.1,	9.2,	12,	0,		0.33,	0,		0,		0
10.1,	10.2,	5,	1,		1,	1,		0,		20
10.1,	10.3,	10,	0.8,		0.8,	0,		0,		0
10.1,	10.4,	17,	0.7,		0.5,	0,		0,		0
10.1,	10.5,	21,	0.6,		0.2,	0,		0,		0
10.1,	10.6,	24,	0.5,		0.1,	0,		0,		0
10.1,	11.1,	8,	0.8,		0.66,	0,		0,		0
10.1,	11.2,	10,	0,		0.66,	0,		0,		0
10.1,	11.3,	13,	0,		0.33,	0,		0,		0
10.1,	12.1,	3,	1,		1,	1,		0,		2.5
10.1,	13.1,	7,	0,		0.66,	0,		0,		0
10.1,	14.1,	3,	1,		0.8,	1,		0,		2.5
10.1,	15.1,	4,	0,		0.66,	0,		0,		0
10.1,	16.1,	7,	0,		0.66,	0,		0,		0
10.1,	17.1,	10,	0,		0.66,	0,		0,		0
10.1,	18.1,	13,	0,		0.33,	0,		0,		0
10.1,	25.1,	11,	0,		0.33,	0,		0,		0
10.1,	26.1,	11,	0,		0.33,	0,		0,		0
10.1,	27.1,	12,	0,		0.33,	0,		0,		0
10.1,	28.1,	13,	0,		0.33,	0,		0,		0
10.1,	38.1,	5,	0,		0.66,	0,		0,		0
10.1,	39.1,	7,	0,		0.66,	0,		0,		0
10.1,	40.1,	7,	0,		0.66,	0,		0,		0
10.1,	40.2,	9,	0,		0.66,	0,		0,		0
10.1,	41.1,	12,	0,		0.33,	0,		0,		0
10.1,	42.1,	12,	0,		0.33,	0,		0,		0

10.2,	1.5,	11,	0,		0.33,	0,		0,		0
10.2,	1.6,	7,	0,		0.66,	0,		0,		0
10.2,	6.1,	15,	0,		0.66,	0,		0,		0
10.2,	6.2,	15,	0,		0.33,	0,		0,		0
10.2,	8.1,	10,	0,		0.66,	0,		0,		0
10.2,	8.2,	10,	0,		0.66,	0,		0,		0
10.2,	9.1,	12,	0,		0.33,	0,		0,		0
10.2,	9.2,	15,	0,		0.33,	0,		0,		0
10.2,	10.1,	5,	1,		1,	1,		0,		20
10.2,	10.3,	5,	1,		1,	1,		0,		20
10.2,	10.4,	12,	0.8,		0.8,	0,		0,		0
10.2,	10.5,	17,	0.7,		0.5,	0,		0,		0
10.2,	10.6,	20,	0.6,		0.4,	0,		0,		0
10.2,	11.1,	9,	0,		0.66,	0,		0,		0
10.2,	11.2,	9,	0,		0.66,	0,		0,		0
10.2,	11.3,	9,	0,		0.66,	0,		0,		0
10.2,	11.4,	11,	0,		0.33,	0,		0,		0
10.2,	11.5,	15,	0,		0.33,	0,		0,		0
10.2,	12.1,	8,	0,		0.66,	0,		0,		0
10.2,	13.1,	9,	0,		0.66,	0,		0,		0
10.2,	14.1,	8,	0,		0.66,	0,		0,		0
10.2,	15.1,	4,	1,		0.8,	1,		0,		2.5
10.2,	16.1,	4,	1,		0.8,	1,		0,		2.5
10.2,	17.1,	6,	0,		0.66,	0,		0,		0
10.2,	18.1,	8,	0,		0.66,	0,		0,		0
10.2,	19.1,	11,	0,		0.33,	0,		0,		0
10.2,	20.1,	13,	0,		0.33,	0,		0,		0
10.2,	25.1,	13,	0,		0.33,	0,		0,		0
10.2,	26.1,	12,	0,		0.33,	0,		0,		0
10.2,	27.1,	11,	0,		0.33,	0,		0,		0
10.2,	28.1,	11,	0,		0.33,	0,		0,		0
10.2,	29.1,	12,	0,		0.33,	0,		0,		0
10.2,	30.1,	13,	0,		0.33,	0,		0,		0
10.2,	31.1,	14,	0,		0.33,	0,		0,		0
10.2,	38.1,	4,	1,		0.8,	1,		0,		2.5
10.2,	39.1,	7,	0,		0.66,	0,		0,		0
10.2,	40.1,	4,	1,		0.8,	1,		0,		2.5
10.2,	40.2,	6,	0,		0.66,	0,		0,		0
10.2,	41.1,	7,	0,		0.66,	0,		0,		0
10.2,	42.1,	8,	0,		0.66,	0,		0,		0
10.2,	43.1,	11,	0,		0.33,	0,		0,		0
10.2,	44.1,	12,	0,		0.33,	0,		0,		0
10.2,	45.1,	14,	0,		0.33,	0,		0,		0

10.3,	1.6,	11,	0,		0.33,	0,		0,		0
10.3,	10.1,	10,	0.8,		0.8,	0,		0,		0
10.3,	10.2,	5,	1,		1,	1,		0,		20
10.3,	10.4,	7,	1,		0.66,	1,		0,		20
10.3,	10.5,	11,	0.8,		0.33,	0,		0,		0
10.3,	10.6,	15,	0.7,		0.33,	0,		0,		0
10.3,	11.1,	14,	0,		0.33,	0,		0,		0
10.3,	11.2,	10,	0,		0.66,	0,		0,		0
10.3,	11.3,	9,	0,		0.66,	0,		0,		0
10.3,	11.4,	9,	0,		0.66,	0,		0,		0
10.3,	11.5,	11,	0,		0.33,	0,		0,		0
10.3,	11.6,	15,	0,		0.33,	0,		0,		0
10.3,	12.1,	13,	0,		0.33,	0,		0,		0
10.3,	13.1,	14,	0,		0.33,	0,		0,		0
10.3,	14.1,	12,	0,		0.33,	0,		0,		0
10.3,	15.1,	8,	0,		0.66,	0,		0,		0
10.3,	16.1,	5,	0,		0.66,	0,		0,		0
10.3,	17.1,	4,	1,		0.8,	1,		0,		2.5
10.3,	18.1,	4,	1,		0.8,	1,		0,		2.5
10.3,	19.1,	6,	0,		0.66,	0,		0,		0
10.3,	20.1,	8,	0,		0.66,	0,		0,		0
10.3,	21.1,	10,	0,		0.66,	0,		0,		0
10.3,	22.1,	13,	0,		0.33,	0,		0,		0
10.3,	23.1,	14,	0,		0.33,	0,		0,		0
10.3,	26.1,	15,	0,		0.33,	0,		0,		0
10.3,	27.1,	13,	0,		0.33,	0,		0,		0
10.3,	28.1,	12,	0,		0.33,	0,		0,		0
10.3,	29.1,	12,	0,		0.33,	0,		0,		0
10.3,	30.1,	12,	0,		0.33,	0,		0,		0
10.3,	31.1,	13,	0,		0.33,	0,		0,		0
10.3,	32.1,	13,	0,		0.33,	0,		0,		0
10.3,	33.1,	14,	0,		0.33,	0,		0,		0
10.3,	38.1,	8,	0,		0.66,	0,		0,		0
10.3,	39.1,	9,	0,		0.66,	0,		0,		0
10.3,	40.1,	5,	0,		0.66,	0,		0,		0
10.3,	40.2,	8,	0,		0.66,	0,		0,		0
10.3,	41.1,	6,	1,		0.66,	1,		0,		2.5
10.3,	42.1,	8,	0,		0.66,	0,		0,		0
10.3,	43.1,	6,	0,		0.66,	0,		0,		0
10.3,	44.1,	8,	0,		0.66,	0,		0,		0
10.3,	45.1,	9,	0,		0.66,	0,		0,		0
10.3,	45.2,	11,	0,		0.33,	0,		0,		0
10.3,	46.1,	13,	0,		0.33,	0,		0,		0

10.4,	10.1,	17,	0.7,		0.5,	0,		0,		0
10.4,	10.2,	12,	0.8,		0.8,	0,		0,		0
10.4,	10.3,	7,	1,		0.66,	1,		0,		20
10.4,	10.5,	5,	1,		1,	1,		0,		20
10.4,	10.6,	8,	0,		0.66,	0,		0,		0
10.4,	11.2,	15,	0,		0.33,	0,		0,		0
10.4,	11.3,	12,	0,		0.33,	0,		0,		0
10.4,	11.4,	10,	0,		0.66,	0,		0,		0
10.4,	11.5,	9,	0,		0.66,	0,		0,		0
10.4,	11.6,	10,	0,		0.66,	0,		0,		0
10.4,	11.7,	13,	0,		0.33,	0,		0,		0
10.4,	15.1,	14,	0,		0.33,	0,		0,		0
10.4,	16.1,	11,	0,		0.33,	0,		0,		0
10.4,	17.1,	8,	0,		0.66,	0,		0,		0
10.4,	18.1,	5,	0,		0.66,	0,		0,		0
10.4,	19.1,	4,	1,		1,	1,		0,		2.5
10.4,	20.1,	4,	1,		1,	1,		0,		2.5
10.4,	21.1,	4,	0,		0.8,	0,		0,		0
10.4,	22.1,	6,	0,		0.66,	0,		0,		0
10.4,	23.1,	8,	0,		0.66,	0,		0,		0
10.4,	24.1,	10,	0,		0.66,	0,		0,		0
10.4,	28.1,	15,	0,		0.33,	0,		0,		0
10.4,	29.1,	13,	0,		0.33,	0,		0,		0
10.4,	30.1,	12,	0,		0.33,	0,		0,		0
10.4,	31.1,	12,	0,		0.33,	0,		0,		0
10.4,	32.1,	12,	0,		0.33,	0,		0,		0
10.4,	33.1,	12,	0,		0.33,	0,		0,		0
10.4,	34.1,	12,	0,		0.33,	0,		0,		0
10.4,	35.1,	13,	0,		0.33,	0,		0,		0
10.4,	36.1,	14,	0,		0.33,	0,		0,		0
10.4,	38.1,	13,	0,		0.33,	0,		0,		0
10.4,	40.1,	10,	0,		0.66,	0,		0,		0
10.4,	40.2,	12,	0,		0.33,	0,		0,		0
10.4,	41.1,	7,	0,		0.66,	0,		0,		0
10.4,	42.1,	8,	0,		0.66,	0,		0,		0
10.4,	43.1,	4,	1,		1,	1,		0,		2.5
10.4,	44.1,	7,	0,		0.66,	0,		0,		0
10.4,	45.1,	4,	1,		1,	1,		0,		2.5
10.4,	45.2,	7,	0,		0.66,	0,		0,		0
10.4,	46.1,	7,	0,		0.66,	0,		0,		0
10.4,	47.1,	8,	0,		0.66,	0,		0,		0
10.4,	48.1,	11,	0,		0.33,	0,		0,		0
10.4,	49.01,	14,	0,		0.33,	0,		0,		0

10.5,	10.1,	21,	0.6,		0.2,	0,		0,		0
10.5,	10.2,	17,	0.7,		0.5,	0,		0,		0
10.5,	10.3,	11,	0.8,		0.33,	0,		0,		0
10.5,	10.4,	5,	1,		1,	1,		0,		20
10.5,	10.6,	4,	1,		0.8,	1,		0,		20
10.5,	11.4,	12,	0,		0.33,	0,		0,		0
10.5,	11.5,	10,	0,		0.66,	0,		0,		0
10.5,	11.6,	9,	0,		0.66,	0,		0,		0
10.5,	11.7,	10,	0,		0.66,	0,		0,		0
10.5,	16.1,	15,	0,		0.33,	0,		0,		0
10.5,	17.1,	11,	0,		0.33,	0,		0,		0
10.5,	18.1,	9,	0,		0.66,	0,		0,		0
10.5,	19.1,	7,	0,		0.66,	0,		0,		0
10.5,	20.1,	5,	0,		0.66,	0,		0,		0
10.5,	21.1,	4,	1,		0.8,	1,		0,		2.5
10.5,	22.1,	4,	1,		0.8,	1,		0,		2.5
10.5,	23.1,	4,	0,		0.8,	0,		0,		0
10.5,	24.1,	6,	0,		0.66,	0,		0,		0
10.5,	30.1,	15,	0,		0.33,	0,		0,		0
10.5,	31.1,	14,	0,		0.33,	0,		0,		0
10.5,	32.1,	13,	0,		0.33,	0,		0,		0
10.5,	33.1,	12,	0,		0.33,	0,		0,		0
10.5,	34.1,	11,	0,		0.33,	0,		0,		0
10.5,	35.1,	11,	0,		0.33,	0,		0,		0
10.5,	36.1,	12,	0,		0.33,	0,		0,		0
10.5,	37.1,	13,	0,		0.33,	0,		0,		0
10.5,	40.1,	15,	0,		0.33,	0,		0,		0
10.5,	41.1,	10,	0,		0.66,	0,		0,		0
10.5,	42.1,	13,	0,		0.33,	0,		0,		0
10.5,	43.1,	7,	0,		0.66,	0,		0,		0
10.5,	44.1,	9,	0,		0.66,	0,		0,		0
10.5,	45.1,	4,	0,		0.8,	0,		0,		0
10.5,	45.2,	7,	0,		0.66,	0,		0,		0
10.5,	46.1,	4,	1,		0.8,	1,		0,		20
10.5,	47.1,	4,	0,		0.8,	0,		0,		0
10.5,	48.1,	8,	0,		0.66,	0,		0,		0
10.5,	49.01,	9,	0,		0.66,	0,		0,		0

10.6,	10.1,	24,	0.5,		0.1,	0,		0,		0
10.6,	10.2,	20,	0.6,		0.4,	0,		0,		0
10.6,	10.3,	15,	0.7,		0.33,	0,		0,		0
10.6,	10.4,	8,	0,		0.66,	0,		0,		0
10.6,	10.5,	4,	1,		0.8,	1,		0,		20
10.6,	11.5,	13,	0,		0.33,	0,		0,		0
10.6,	11.6,	10,	0,		0.66,	0,		0,		0
10.6,	11.7,	9,	0,		0.66,	0,		0,		0
10.6,	17.1,	15,	0,		0.33,	0,		0,		0
10.6,	18.1,	13,	0,		0.33,	0,		0,		0
10.6,	19.1,	10,	0,		0.66,	0,		0,		0
10.6,	20.1,	8,	0,		0.66,	0,		0,		0
10.6,	21.1,	6,	0,		0.66,	0,		0,		0
10.6,	22.1,	4,	0,		0.8,	0,		0,		0
10.6,	23.1,	4,	1,		0.8,	1,		0,		2.5
10.6,	24.1,	4,	1,		0.8,	1,		0,		2.5
10.6,	32.1,	15,	0,		0.33,	0,		0,		0
10.6,	33.1,	14,	0,		0.33,	0,		0,		0
10.6,	34.1,	13,	0,		0.33,	0,		0,		0
10.6,	35.1,	12,	0,		0.33,	0,		0,		0
10.6,	36.1,	12,	0,		0.33,	0,		0,		0
10.6,	37.1,	12,	0,		0.33,	0,		0,		0
10.6,	41.1,	14,	0,		0.33,	0,		0,		0
10.6,	43.1,	10,	0,		0.66,	0,		0,		0
10.6,	44.1,	12,	0,		0.33,	0,		0,		0
10.6,	45.1,	7,	0,		0.66,	0,		0,		0
10.6,	45.2,	9,	0,		0.66,	0,		0,		0
10.6,	46.1,	6,	0,		0.66,	0,		0,		0
10.6,	47.1,	4,	0,		0.8,	0,		0,		0
10.6,	48.1,	7,	0,		0.66,	0,		0,		0
10.6,	49.01,	7,	0,		0.33,	0,		0,		0

11.1,	1.3,	15,	0,		0.33,	0,		0,		0		
11.1,	1.4,	12,	0,		0.33,	0,		0,		0
11.1,	1.5,	7,	0,		0.66,	0,		0,		0
11.1,	1.6,	4,	1,		1,	1,		0,		20
11.1,	4.2,	16,	0,		0.66,	0,		0,		0
11.1,	5.1,	15,	0,		0.33,	0,		0,		0
11.1,	6.1,	13,	0,		0.33,	0,		0,		0
11.1,	6.2,	15,	0,		0.33,	0,		0,		0
11.1,	7.1,	10,	0,		0.66,	0,		0,		0
11.1,	7.2,	10,	0,		0.66,	0,		0,		0
11.1,	8.1,	8,	0,		0.66,	0,		0,		0
11.1,	8.2,	13,	0,		0.33,	0,		0,		0
11.1,	9.1,	6,	0,		0.66,	0,		0,		0
11.1,	9.2,	6,	0,		0.66,	0,		0,		0
11.1,	10.1,	8,	0.8,		0.66,	0,		0,		0
11.1,	10.2,	9,	0,		0.66,	0,		0,		0
11.1,	10.3,	14,	0,		0.33,	0,		0,		0
11.1,	11.2,	6,	1,		1,	1,		0,		20
11.1,	11.3,	8,	0.8,		0.8,	0,		0,		0
11.1,	11.4,	13,	0.7,		0.6,	0,		0,		0
11.1,	11.5,	17,	0.6,		0.6,	0,		0,		0
11.1,	11.6,	21,	0.5,		0.5,	0,		0,		0
11.1,	11.7,	24,	0.4,		0.4,	0,		0,		0
11.1,	12.1,	8,	0,		0.66,	0,		0,		0
11.1,	13.1,	4,	1,		0.8,	1,		0,		2.5
11.1,	14.1,	11,	0,		0.33,	0,		0,		0
11.1,	15.1,	12,	0,		0.33,	0,		0,		0
11.1,	16.1,	13,	0,		0.33,	0,		0,		0
11.1,	25.1,	4,	1,		1,	1,		0,		2.5
11.1,	26.1,	4,	1,		1,	1,		0,		2.5
11.1,	27.1,	4,	0,		0.8,	0,		0,		0
11.1,	28.1,	8,	0,		0.66,	0,		0,		0
11.1,	29.1,	10,	0,		0.66,	0,		0,		0
11.1,	30.1,	13,	0,		0.33,	0,		0,		0
11.1,	31.1,	14,	0,		0.33,	0,		0,		0
11.1,	38.1,	8,	0,		0.66,	0,		0,		0
11.1,	39.1,	4,	0,		0.8,	0,		0,		0
11.1,	40.1,	9,	0,		0.66,	0,		0,		0
11.1,	40.2,	7,	0,		0.66,	0,		0,		0
11.1,	41.1,	14,	0,		0.33,	0,		0,		0
11.1,	42.1,	11,	0,		0.33,	0,		0,		0

11.2,	1.5,	11,	0,		0.33,	0,		0,		0
11.2,	1.6,	7,	0,		0.66,	0,		0,		0
11.2,	7.1,	15,	0,		0.33,	0,		0,		0
11.2,	8.1,	13,	0,		0.33,	0,		0,		0
11.2,	9.1,	10,	0,		0.66,	0,		0,		0
11.2,	9.2,	10,	0,		0.66,	0,		0,		0
11.2,	10.1,	10,	0,		0.66,	0,		0,		0
11.2,	10.2,	9,	0,		0.66,	0,		0,		0
11.2,	10.3,	10,	0,		0.66,	0,		0,		0
11.2,	10.4,	15,	0,		0.33,	0,		0,		0
11.2,	11.1,	6,	1,		1,	1,		0,		20
11.2,	11.3,	4,	1,		1,	1,		0,		20
11.2,	11.4,	8,	0.8,		0.8,	0,		0,		0
11.2,	11.5,	11,	0.6,		0.7,	0,		0,		0
11.2,	11.6,	17,	0.6,		0.5,	0,		0,		0
11.2,	11.7,	20,	0.5,		0.5,	0,		0,		0
11.2,	12.1,	10,	0,		0.66,	0,		0,		0
11.2,	13.1,	8,	0,		0.66,	0,		0,		0
11.2,	14.1,	13,	0,		0.33,	0,		0,		0
11.2,	15.1,	12,	0,		0.33,	0,		0,		0
11.2,	16.1,	12,	0,		0.33,	0,		0,		0
11.2,	17.1,	13,	0,		0.33,	0,		0,		0
11.2,	18.1,	14,	0,		0.33,	0,		0,		0
11.2,	25.1,	8,	0,		0.66,	0,		0,		0
11.2,	26.1,	6,	0,		0.66,	0,		0,		0
11.2,	27.1,	4,	1,		0.8,	1,		0,		2.5
11.2,	28.1,	4,	1,		1,	1,		0,		2.5
11.2,	29.1,	6,	0,		1,	0,		0,		0
11.2,	30.1,	8,	0,		0.66,	0,		0,		0
11.2,	31.1,	9,	0,		0.66,	0,		0,		0
11.2,	32.1,	11,	0,		0.33,	0,		0,		0
11.2,	33.1,	13,	0,		0.33,	0,		0,		0
11.2,	38.1,	8,	0,		0.66,	0,		0,		0
11.2,	39.1,	4,	1,		1,	1,		0,		2.5
11.2,	40.1,	8,	0,		0.66,	0,		0,		0
11.2,	40.2,	4,	1,		1,	1,		0,		2.5
11.2,	41.1,	9,	0,		0.66,	0,		0,		0
11.2,	42.1,	6,	0,		0.66,	0,		0,		0
