node1,	node2,	dist,	visibility,	sound,	transitability,	lockable,	flow
11.2,	43.1,	12,	0,		0.33,	0,		0,		0
11.2,	44.1,	10,	0,		0.66,	0,		0,		0
11.2,	45.2,	14,	0,		0.33,	0,		0,		0

11.3,	1.5,	15	0,		0.33,	0,		0,		0
11.3,	1.6,	9,	0,		0.66,	0,		0,		0
11.3,	9.1,	14,	0,		0.33,	0,		0,		0
11.3,	9.2,	14,	0,		0.33,	0,		0,		0
11.3,	10.1,	13,	0,		0.33,	0,		0,		0
11.3,	10.2,	9,	0,		0.66,	0,		0,		0
11.3,	10.3,	9,	0,		0.66,	0,		0,		0
11.3,	10.4,	12,	0,		0.33,	0,		0,		0
11.3,	11.1,	8,	0.8,		0.8,	0,		0,		0
11.3,	11.2,	4,	1,		1,	1,		0,		20
11.3,	11.4,	4,	1,		1,	1,		0,		20
11.3,	11.5,	8,	0.8,		0.66,	0,		0,		0
11.3,	11.6,	13,	0.7,		0.33,	0,		0,		0
11.3,	11.7,	17,	0.6,		0.33,	0,		0,		0
11.3,	12.1,	13,	0,		0.33,	0,		0,		0
11.3,	13.1,	11,	0,		0.33,	0,		0,		0
11.3,	14.1,	15,	0,		0.33,	0,		0,		0
11.3,	15.1,	13,	0,		0.33,	0,		0,		0
11.3,	16.1,	12,	0,		0.33,	0,		0,		0
11.3,	17.1,	12,	0,		0.33,	0,		0,		0
11.3,	18.1,	12,	0,		0.33,	0,		0,		0
11.3,	19.1,	13,	0,		0.33,	0,		0,		0
11.3,	20.1,	15,	0,		0.33,	0,		0,		0
11.3,	25.1,	11,	0,		0.33,	0,		0,		0
11.3,	26.1,	9,	0,		0.66,	0,		0,		0
11.3,	27.1,	6,	0,		0.66,	0,		0,		0
11.3,	28.1,	4,	0,		0.8,	0,		0,		0
11.3,	29.1,	4,	0,		0.8,	0,		0,		0
11.3,	30.1,	4,	0,		0.8,	0,		0,		0
11.3,	31.1,	6,	0,		0.66,	0,		0,		0
11.3,	32.1,	8,	0,		0.66,	0,		0,		0
11.3,	33.1,	9,	0,		0.66,	0,		0,		0
11.3,	34.1,	12,	0,		0.33,	0,		0,		0
11.3,	35.1,	14,	0,		0.33,	0,		0,		0
11.3,	38.1,	8,	0,		0.66,	0,		0,		0
11.3,	39.1,	7,	0,		0.66,	0,		0,		0
11.3,	40.1,	7,	0,		0.66,	0,		0,		0
11.3,	40.2,	4,	0,		0.8,	0,		0,		0
11.3,	41.1,	7,	0,		0.66,	0,		0,		0
11.3,	42.1,	4,	0,		0.8,	0,		0,		0
11.3,	43.1,	9,	0,		0.66,	0,		0,		0
11.3,	44.1,	7,	0,		0.66,	0,		0,		0
11.3,	45.1,	13,	0,		0.33,	0,		0,		0
11.3,	45.2,	11,	0,		0.33,	0,		0,		0
11.3,	46.1,	15,	0,		0.33,	0,		0,		0

11.4,	1.6,	14,	0,		0.33,	0,		0,		0
11.4,	10.2,	11,	0,		0.33,	0,		0,		0
11.4,	10.3,	9,	0,		0.66,	0,		0,		0
11.4,	10.4,	10,	0,		0.66,	0,		0,		0
11.4,	10.5,	12,	0,		0.33,	0,		0,		0
11.4,	11.1,	13,	0.7,		0.6,	0,		0,		0
11.4,	11.2,	8,	0.8,		0.8,	0,		0,		0
11.4,	11.3,	4,	1,		1,	1,		0,		20
11.4,	11.5,	4,	1,		1,	1,		0,		20
11.4,	11.6,	9,	0,		0.66,	0,		0,		0
11.4,	11.7,	13,	0,		0.33,	0,		0,		0
11.4,	13.1,	15,	0,		0.33,	0,		0,		0
11.4,	15.1,	15,	0,		0.33,	0,		0,		0
11.4,	16.1,	16,	0,		0.33,	0,		0,		0
11.4,	17.1,	12,	0,		0.33,	0,		0,		0
11.4,	18.1,	12,	0,		0.33,	0,		0,		0
11.4,	19.1,	12,	0,		0.33,	0,		0,		0
11.4,	20.1,	13,	0,		0.33,	0,		0,		0
11.4,	21.1,	14,	0,		0.33,	0,		0,		0
11.4,	25.1,	15,	0,		0.33,	0,		0,		0
11.4,	26.1,	12,	0,		0.33,	0,		0,		0
11.4,	27.1,	8,	0,		0.66,	0,		0,		0
11.4,	28.1,	6,	0,		0.66,	0,		0,		0
11.4,	29.1,	4,	1,		1,	1,		0,		2.5
11.4,	30.1,	4,	1,		1,	1,		0,		2.5
11.4,	31.1,	4,	1,		1,	1,		0,		2.5
11.4,	32.1,	5,	0,		0.66,	0,		0,		0
11.4,	33.1,	7,	0,		0.66,	0,		0,		0
11.4,	34.1,	8,	0,		0.66,	0,		0,		0
11.4,	35.1,	10,	0,		0.66,	0,		0,		0
11.4,	36.1,	12,	0,		0.33,	0,		0,		0
11.4,	37.1,	15,	0,		0.33,	0,		0,		0
11.4,	38.1,	11,	0,		0.33,	0,		0,		0
11.4,	39.1,	10,	0,		0.66,	0,		0,		0
11.4,	40.1,	8,	0,		0.66,	0,		0,		0
11.4,	40.2,	7,	0,		0.66,	0,		0,		0
11.4,	41.1,	8,	0,		0.66,	0,		0,		0
11.4,	42.1,	4,	1,		1,	1,		0,		2.5
11.4,	43.1,	8,	0,		0.66,	0,		0,		0
11.4,	44.1,	4,	0,		0.8,	0,		0,		0
11.4,	45.1,	9,	0,		0.66,	0,		0,		0
11.4,	45.2,	7,	0,		0.66,	0,		0,		0
11.4,	46.1,	12,	0,		0.33,	0,		0,		0
11.4,	47.1,	15,	0,		0.33,	0,		0,		0
11.4,	48.1,	14,	0,		0.33,	0,		0,		0

11.5,	10.2,	15,	0,		0.33,	0,		0,		0
11.5,	10.3,	11,	0,		0.33,	0,		0,		0
11.5,	10.4,	9,	0,		0.66,	0,		0,		0
11.5,	10.5,	10,	0,		0.66,	0,		0,		0
11.5,	10.6,	13,	0,		0.33,	0,		0,		0
11.5,	11.1,	17,	0.6,		0.6,	0,		0,		0
11.5,	11.2,	11,	0.6,		0.7,	0,		0,		0
11.5,	11.3,	8,	0.8,		0.66,	0,		0,		0
11.5,	11.4,	4,	1,		1,	1,		0,		20
11.5,	11.6,	5,	1,		1,	1,		0,		20
11.5,	11.7,	8,	0.8,		0.8,	0,		0,		0
11.5,	17.1,	13,	0,		0.33,	0,		0,		0
11.5,	18.1,	12,	0,		0.33,	0,		0,		0
11.5,	19.1,	12,	0,		0.33,	0,		0,		0
11.5,	20.1,	12,	0,		0.33,	0,		0,		0
11.5,	21.1,	12,	0,		0.33,	0,		0,		0
11.5,	22.1,	13,	0,		0.33,	0,		0,		0
11.5,	23.1,	14,	0,		0.33,	0,		0,		0
11.5,	27.1,	13,	0,		0.33,	0,		0,		0
11.5,	28.1,	9,	0,		0.66,	0,		0,		0
11.5,	29.1,	7,	0,		0.66,	0,		0,		0
11.5,	30.1,	6,	0,		0.66,	0,		0,		0
11.5,	31.1,	4,	0,		1,	0,		0,		0
11.5,	32.1,	4,	1,		1,	1,		0,		2.5
11.5,	33.1,	4,	1,		1,	1,		0,		2.5
11.5,	34.1,	4,	0,		1,	0,		0,		0
11.5,	35.1,	7,	0,		0.66,	0,		0,		0
11.5,	36.1,	8,	0,		0.66,	0,		0,		0
11.5,	37.1,	10,	0,		0.66,	0,		0,		0
11.5,	38.1,	14,	0,		0.33,	0,		0,		0
11.5,	39.1,	14,	0,		0.33,	0,		0,		0
11.5,	40.1,	12,	0,		0.33,	0,		0,		0
11.5,	40.2,	10,	0,		0.66,	0,		0,		0
11.5,	41.1,	8,	0,		0.66,	0,		0,		0
11.5,	42.1,	7,	0,		0.66,	0,		0,		0
11.5,	43.1,	7,	0,		0.66,	0,		0,		0
11.5,	44.1,	4,	1,		1,	1,		0,		2.5
11.5,	45.1,	7,	0,		0.66,	0,		0,		0
11.5,	45.2,	4,	1,		1,	1,		0,		2.5
11.5,	46.1,	8,	0,		0.66,	0,		0,		0
11.5,	47.1,	11,	0,		0.33,	0,		0,		0
11.5,	48.1,	9,	0,		0.66,	0,		0,		0
11.5,	49.01,	14,	0,		0.33,	0,		0,		0

11.6,	10.3,	15,	0,		0.33,	0,		0,		0
11.6,	10.4,	10,	0,		0.66,	0,		0,		0
11.6,	10.5,	9,	0,		0.66,	0,		0,		0
11.6,	10.6,	10,	0,		0.66,	0,		0,		0
11.6,	11.1,	21,	0.5,		0.5,	0,		0,		0
11.6,	11.2,	17,	0.6,		0.5,	0,		0,		0
11.6,	11.3,	13,	0.7,		0.33,	0,		0,		0
11.6,	11.4,	9,	0,		0.66,	0,		0,		0
11.6,	11.5,	5,	1,		1,	1,		0,		20
11.6,	11.7,	4,	1,		1,	1,		0,		20
11.6,	18.1,	14,	0,		0.33,	0,		0,		0
11.6,	19.1,	13,	0,		0.33,	0,		0,		0
11.6,	20.1,	12,	0,		0.33,	0,		0,		0
11.6,	21.1,	11,	0,		0.33,	0,		0,		0
11.6,	22.1,	11,	0,		0.33,	0,		0,		0
11.6,	23.1,	12,	0,		0.33,	0,		0,		0
11.6,	24.1,	13,	0,		0.33,	0,		0,		0
11.6,	28.1,	14,	0,		0.33,	0,		0,		0
11.6,	29.1,	11,	0,		0.33,	0,		0,		0
11.6,	30.1,	9,	0,		0.66,	0,		0,		0
11.6,	31.1,	8,	0,		0.66,	0,		0,		0
11.6,	32.1,	6,	0,		0.66,	0,		0,		0
11.6,	33.1,	4,	0,		0.8,	0,		0,		0
11.6,	34.1,	4,	1,		1,	1,		0,		2.5
11.6,	35.1,	4,	1,		1,	1,		0,		2.5
11.6,	36.1,	4,	0,		0.8,	0,		0,		0
11.6,	37.1,	6,	0,		0.66,	0,		0,		0
11.6,	41.1,	12,	0,		0.33,	0,		0,		0
11.6,	42.1,	11,	0,		0.33,	0,		0,		0
11.6,	43.1,	9,	0,		0.66,	0,		0,		0
11.6,	44.1,	7,	0,		0.66,	0,		0,		0
11.6,	45.1,	8,	0,		0.66,	0,		0,		0
11.6,	45.2,	4,	0,		0.8,	0,		0,		0
11.6,	46.1,	6,	1,		1,	1,		0,		20
11.6,	47.1,	8,	0,		0.66,	0,		0,		0
11.6,	48.1,	5,	0,		0.66,	0,		0,		0
11.6,	49.01,	9,	0,		0.66,	0,		0,		0

11.7,	10.4,	13,	0,		0.33,	0,		0,		0
11.7,	10.5,	10,	0,		0.66,	0,		0,		0
11.7,	10.6,	9,	0,		0.66,	0,		0,		0
11.7,	11.1,	24,	0.4,		0.4,	0,		0,		0
11.7,	11.2,	20,	0.5,		0.5,	0,		0,		0
11.7,	11.3,	17,	0.6,		0.33,	0,		0,		0
11.7,	11.4,	13,	0,		0.33,	0,		0,		0
11.7,	11.5,	8,	0.8,		0.8,	0,		0,		0
11.7,	11.6,	4,	1,		1,	1,		0,		20
11.7,	20.1,	14,	0,		0.33,	0,		0,		0
11.7,	21.1,	13,	0,		0.33,	0,		0,		0
11.7,	22.1,	12,	0,		0.33,	0,		0,		0
11.7,	23.1,	11,	0,		0.33,	0,		0,		0
11.7,	24.1,	11,	0,		0.33,	0,		0,		0
11.7,	30.1,	13,	0,		0.33,	0,		0,		0
11.7,	31.1,	11,	0,		0.33,	0,		0,		0
11.7,	32.1,	9,	0,		0.66,	0,		0,		0
11.7,	33.1,	8,	0,		0.66,	0,		0,		0
11.7,	34.1,	6,	0,		0.66,	0,		0,		0
11.7,	35.1,	4,	0,		0.8,	0,		0,		0
11.7,	36.1,	4,	1,		1,	1,		0,		2.5
11.7,	37.1,	4,	1,		1,	1,		0,		2.5
11.7,	43.1,	12,	0,		0.33,	0,		0,		0
11.7,	44.1,	10,	0,		0.66,	0,		0,		0
11.7,	45.1,	9,	0,		0.66,	0,		0,		0
11.7,	45.2,	7,	0,		0.66,	0,		0,		0
11.7,	46.1,	6,	0,		0.66,	0,		0,		0
11.7,	47.1,	7,	0,		0.66,	0,		0,		0
11.7,	48.1,	4,	0,		0.8,	0,		0,		0
11.7,	49.01,	7,	0,		0.66,	0,		0,		0

12.1,	1.3,	13,	0,		0.33,	0,		0,		0		
12.1,	1.4,	9,	0,		0.66,	0,		0,		0
12.1,	1.5,	5,	0,		0.9,	0,		0,		0
12.1,	1.6,	4,	0,		0.9,	0,		0,		0
12.1,	4.1,	15,	0,		0.33,	0,		0,		0
12.1,	4.2,	11,	0,		0.33,	0,		0,		0
12.1,	4.3,	14,	0,		0.33,	0,		0,		0
12.1,	5.1,	14,	0,		0.33,	0,		0,		0
12.1,	6.1,	7,	0,		0.66,	0,		0,		0
12.1,	6.2,	8,	0,		0.66,	0,		0,		0
12.1,	7.1,	9,	0,		0.66,	0,		0,		0
12.1,	7.2,	12,	0,		0.33,	0,		0,		0
12.1,	8.1,	3,	0,		0.66,	0,		0,		0
12.1,	8.2,	5,	0,		0.66,	0,		0,		0
12.1,	9.1,	7,	0,		0.66,	0,		0,		0
12.1,	9.2,	9,	0,		0.66,	0,		0,		0
12.1,	10.1,	3,	1,		1,	1,		0,		2.5
12.1,	10.2,	8,	0,		0.66,	0,		0,		0
12.1,	10.3,	13,	0,		0.33,	0,		0,		0
12.1,	11.1,	8,	0,		0.66,	0,		0,		0
12.1,	11.2,	10,	0,		0.66,	0,		0,		0
12.1,	11.3,	13,	0,		0.33,	0,		0,		0
12.1,	13.1,	6,	0,		0.66,	0,		0,		0
12.1,	14.1,	4,	0,		0.8,	0,		0,		0
12.1,	15.1,	7,	0,		0.66,	0,		0,		0
12.1,	16.1,	9,	0,		0.66,	0,		0,		0
12.1,	17.1,	14,	0,		0.33,	0,		0,		0
12.1,	25.1,	9,	0,		0.66,	0,		0,		0
12.1,	26.1,	10,	0,		0.66,	0,		0,		0
12.1,	27.1,	11,	0,		0.33,	0,		0,		0
12.1,	28.1,	14,	0,		0.33,	0,		0,		0
12.1,	38.1,	7,	0,		0.66,	0,		0,		0
12.1,	39.1,	8,	0,		0.66,	0,		0,		0
12.1,	40.1,	9,	0,		0.66,	0,		0,		0
12.1,	40.2,	10,	0,		0.66,	0,		0,		0
12.1,	41.1,	14,	0,		0.33,	0,		0,		0
12.1,	42.1,	14,	0,		0.33,	0,		0,		0

13.1,	1.3,	13,	0,		0.33,	0,		0,		0		
13.1,	1.4,	9,	0,		0.66,	0,		0,		0
13.1,	1.5,	5,	0,		0.9,	0,		0,		0
13.1,	1.6,	3,	0.8,		0.9,	0,		0,		0
13.1,	4.2,	13,	0,		0.33,	0,		0,		0
13.1,	5.1,	13,	0,		0.33,	0,		0,		0
13.1,	5.2,	16,	0,		0.66,	0,		0,		0
13.1,	6.1,	9,	0,		0.66,	0,		0,		0
13.1,	6.2,	11,	0,		0.33,	0,		0,		0
13.1,	7.1,	8,	0,		0.66,	0,		0,		0
13.1,	7.2,	9,	0,		0.66,	0,		0,		0
13.1,	8.1,	6,	0,		0.66,	0,		0,		0
13.1,	8.2,	9,	0,		0.66,	0,		0,		0
13.1,	9.1,	3,	0,		0.8,	0,		0,		0
13.1,	9.2,	6,	0,		0.66,	0,		0,		0
13.1,	10.1,	7,	0,		0.66,	0,		0,		0
13.1,	10.2,	9,	0,		0.66,	0,		0,		0
13.1,	10.3,	14,	0,		0.33,	0,		0,		0
13.1,	11.1,	4,	1,		0.8,	1,		0,		2.5
13.1,	11.2,	8,	0,		0.66,	0,		0,		0
13.1,	11.3,	11,	0,		0.33,	0,		0,		0
13.1,	11.4,	15,	0,		0.33,	0,		0,		0
13.1,	12.1,	6,	0,		0.66,	0,		0,		0
13.1,	14.1,	9,	0,		0.66,	0,		0,		0
13.1,	15.1,	10,	0,		0.66,	0,		0,		0
13.1,	25.1,	5,	0,		0.66,	0,		0,		0
13.1,	26.1,	6,	0,		0.66,	0,		0,		0
13.1,	27.1,	8,	0,		0.66,	0,		0,		0
13.1,	28.1,	11,	0,		0.33,	0,		0,		0
13.1,	29.1,	14,	0,		0.33,	0,		0,		0
13.1,	38.1,	8,	0,		0.66,	0,		0,		0
13.1,	39.1,	6,	0,		0.66,	0,		0,		0
13.1,	40.1,	10,	0,		0.66,	0,		0,		0
13.1,	40.2,	9,	0,		0.66,	0,		0,		0
13.1,	41.1,	15,	0,		0.33,	0,		0,		0
13.1,	42.1,	13,	0,		0.33,	0,		0,		0

14.1,	1.3,	15,	0,		0.33,	0,		0,		0		
14.1,	1.4,	12,	0,		0.33,	0,		0,		0
14.1,	1.5,	8,	0,		0.66,	0,		0,		0
14.1,	1.6,	7,	0,		0.66,	0,		0,		0
14.1,	4.2,	13,	0,		0.33,	0,		0,		0
14.1,	4.3,	15,	0,		0.33,	0,		0,		0
14.1,	6.1,	9,	0,		0.66,	0,		0,		0
14.1,	6.2,	8,	0,		0.66,	0,		0,		0
14.1,	7.1,	13,	0,		0.33,	0,		0,		0
14.1,	8.1,	6,	0,		0.66,	0,		0,		0
14.1,	8.2,	4,	0,		0.66,	0,		0,		0
14.1,	9.1,	10,	0,		0.66,	0,		0,		0
14.1,	9.2,	14,	0,		0.33,	0,		0,		0
14.1,	10.1,	3,	1,		0.8,	1,		0,		2.5
14.1,	10.2,	8,	0,		0.66,	0,		0,		0
14.1,	10.3,	12,	0,		0.33,	0,		0,		0
14.1,	11.1,	11,	0,		0.33,	0,		0,		0
14.1,	11.2,	13,	0,		0.33,	0,		0,		0
14.1,	11.3,	15,	0,		0.33,	0,		0,		0
14.1,	12.1,	4,	0,		0.8,	0,		0,		0
14.1,	13.1,	9,	0,		0.66,	0,		0,		0
14.1,	15.1,	4,	0,		0.8,	0,		0,		0
14.1,	16.1,	8,	0,		0.66,	0,		0,		0
14.1,	17.1,	11,	0,		0.33,	0,		0,		0
14.1,	18.1,	14,	0,		0.33,	0,		0,		0
14.1,	25.1,	14,	0,		0.33,	0,		0,		0
14.1,	26.1,	14,	0,		0.33,	0,		0,		0
14.1,	27.1,	15,	0,		0.33,	0,		0,		0
14.1,	38.1,	7,	0,		0.66,	0,		0,		0
14.1,	39.1,	9,	0,		0.66,	0,		0,		0
14.1,	40.1,	8,	0,		0.66,	0,		0,		0
14.1,	40.2,	11,	0,		0.33,	0,		0,		0
14.1,	41.1,	14,	0,		0.33,	0,		0,		0
14.1,	42.1,	15,	0,		0.33,	0,		0,		0

15.1,	1.5,	11,	0,		0.33,	0,		0,		0
15.1,	1.6,	8,	0,		0.66,	0,		0,		0
15.1,	6.1,	13,	0,		0.33,	0,		0,		0
15.1,	6.2,	13,	0,		0.33,	0,		0,		0
15.1,	8.1,	9,	0,		0.66,	0,		0,		0
15.1,	8.2,	8,	0,		0.66,	0,		0,		0
15.1,	9.1,	13,	0,		0.33,	0,		0,		0
15.1,	10.1,	4,	0,		0.66,	0,		0,		0
15.1,	10.2,	4,	1,		0.8,	1,		0,		2.5
15.1,	10.3,	8,	0,		0.66,	0,		0,		0
15.1,	10.4,	14,	0,		0.33,	0,		0,		0
15.1,	11.1,	12,	0,		0.33,	0,		0,		0
15.1,	11.2,	12,	0,		0.33,	0,		0,		0
15.1,	11.3,	13,	0,		0.33,	0,		0,		0
15.1,	11.4,	15,	0,		0.33,	0,		0,		0
15.1,	12.1,	7,	0,		0.66,	0,		0,		0
15.1,	13.1,	10,	0,		0.66,	0,		0,		0
15.1,   14.1,   4,      0,              0.8,    0,              0,              0
15.1,   16.1,   4,      0,              0.8,    0,              0,              0
15.1,   17.1,   8,      0,              0.66,   0,              0,              0
15.1,   18.1,   9,      0,              0.66,   0,              0,              0
15.1,   19.1,   12,     0,              0.33,   0,              0,              0
15.1,   20.1,   15,     0,              0.33,   0,              0,              0
15.1,   25.1,   15,     0,              0.33,   0,              0,              0
15.1,   26.1,   14,     0,              0.33,   0,              0,              0
15.1,   27.1,   14,     0,              0.33,   0,              0,              0
15.1,   28.1,   15,     0,              0.33,   0,              0,              0
15.1,   38.1,   5,      0,              0.66,   0,              0,              0
15.1,   39.1,   9,      0,              0.66,   0,              0,              0
15.1,   40.1,   6,      0,              0.66,   0,              0,              0
15.1,   40.2,   9,      0.8,            0.66,   0,              0,              0
15.1,   41.1,   10,     0,              0.66,   0,              0,              0
15.1,   42.1,   11,     0,              0.33,   0,              0,              0
15.1,   43.1,   14,     0,              0.33,   0,              0,              0

16.1,	1.5,	14,	0,		0.33,	0,		0,		0
16.1,	1.6,	9,	0,		0.66,	0,		0,		0
16.1,	8.1,	13,	0,		0.33,	0,		0,		0
16.1,	8.2,	11,	0,		0.33,	0,		0,		0
16.1,	9.1,	15,	0,		0.33,	0,		0,		0
16.1,	10.1,	7,	0,		0.66,	0,		0,		0
16.1,	10.2,	4,	1,		0.8,	1,		0,		2.5
16.1,	10.3,	5,	0,		0.66,	0,		0,		0
16.1,	10.4,	11,	0,		0.33,	0,		0,		0
16.1,	10.5,	15,	0,		0.33,	0,		0,		0
16.1,	11.1,	13,	0,		0.33,	0,		0,		0
16.1,	11.2,	12,	0,		0.33,	0,		0,		0
16.1,	11.3,	12,	0,		0.33,	0,		0,		0
16.1,	11.4,	16,	0,		0.33,	0,		0,		0
16.1,	12.1,	9,	0,		0.66,	0,		0,		0
16.1,   14.1,   8,      0,              0.66,   0,              0,              0
16.1,   15.1,   4,      0,              0.8,    0,              0,              0
16.1,	17.1,	4,	0,		0.8,	0,		0,		0
16.1,	18.1,	6,	0,		0.66,	0,		0,		0
16.1,	19.1,	8,	0,		0.66,	0,		0,		0
16.1,	20.1,	11,	0,		0.33,	0,		0,		0
16.1,	21.1,	14,	0,		0.33,	0,		0,		0
16.1,	27.1,	14,	0,		0.33,	0,		0,		0
16.1,	28.1,	14,	0,		0.33,	0,		0,		0
16.1,	29.1,	15,	0,		0.33,	0,		0,		0
16.1,	38.1,	6,	0.8,		0.66,	0,		0,		0
16.1,	39.1,	9,	0,		0.66,	0,		0,		0
16.1,	40.1,	5,	0,		0.66,	0,		0,		0
16.1,	40.2,	8,	0,		0.66,	0,		0,		0
16.1,	41.1,	7,	0,		0.66,	0,		0,		0
16.1,	42.1,	9,	0,		0.66,	0,		0,		0
16.1,	43.1,	10,	0,		0.66,	0,		0,		0
16.1,	44.1,	12,	0,		0.33,	0,		0,		0
16.1,	45.1,	14,	0,		0.33,	0,		0,		0

17.1,	1.6,	12,	0,		0.33,	0,		0,		0
17.1,	8.2,	15,	0,		0.33,	0,		0,		0
17.1,	10.1,	10,	0,		0.66,	0,		0,		0
17.1,	10.2,	6,	0,		0.66,	0,		0,		0
17.1,	10.3,	4,	1,		0.8,	1,		0,		2.5
17.1,	10.4,	8,	0,		0.66,	0,		0,		0
17.1,	10.5,	11,	0,		0.33,	0,		0,		0
17.1,	10.6,	15,	0,		0.33,	0,		0,		0
17.1,	11.2,	13,	0,		0.33,	0,		0,		0
17.1,	11.3,	12,	0,		0.33,	0,		0,		0
17.1,	11.4,	12,	0,		0.33,	0,		0,		0
17.1,	11.5,	13,	0,		0.33,	0,		0,		0
17.1,	12.1,	14,	0,		0.33,	0,		0,		0
17.1,   14.1,   11,     0,              0.33,   0,              0,              0
17.1,   15.1,   8,      0,              0.66,   0,              0,              0
17.1,	16.1,	4,	0,		0.8,	0,		0,		0
17.1,	18.1,	3,	0,		0.8,	0,		0,		0
17.1,	19.1,	5,	0,		0.66,	0,		0,		0
17.1,	20.1,	8,	0,		0.66,	0,		0,		0
