id,	xcor,	ycor,	size,	capacity,	hidden-places,	info,	lock?, reacheables, exits_routes, rooms_routes
11.6,36.0,11.0,2.0,20.0,0.0,1.0,0.0,[ 11.7  34.1  35.1  11.5  46.1 ],[ [ 11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 11.6  46.1  49.01 ] ],[ [ 11.6  46.1  10.5  21.1 ]  [ 11.6  46.1  10.5  22.1 ]  [ 11.6  46.1  10.5  10.6  23.1 ]  [ 11.6  46.1  10.5  10.6  24.1 ]  [ 11.6  11.5  11.4  31.1 ]  [ 11.6  11.5  32.1 ]  [ 11.6  11.5  33.1 ]  [ 11.6  34.1 ]  [ 11.6  35.1 ]  [ 11.6  11.7  36.1 ]  [ 11.6  11.7  37.1 ]  [ 11.6  46.1  47.1 ]  [ 11.6  46.1  48.1 ] ]
11.7,39.0,11.0,2.0,20.0,0.0,1.0,0.0,[ 11.6  36.1  37.1 ],[ [ 11.7  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 11.7  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 11.7  11.6  46.1  49.01 ] ],[ [ 11.7  11.6  46.1  10.5  21.1 ]  [ 11.7  11.6  46.1  10.5  22.1 ]  [ 11.7  11.6  46.1  10.5  10.6  23.1 ]  [ 11.7  11.6  46.1  10.5  10.6  24.1 ]  [ 11.7  11.6  11.5  11.4  31.1 ]  [ 11.7  11.6  11.5  32.1 ]  [ 11.7  11.6  11.5  33.1 ]  [ 11.7  11.6  34.1 ]  [ 11.7  11.6  35.1 ]  [ 11.7  36.1 ]  [ 11.7  37.1 ]  [ 11.7  11.6  46.1  47.1 ]  [ 11.7  11.6  46.1  48.1 ] ]
12.1,17.0,5.0,1.0,10.0,0.0,0.0,0.0,[ 10.1 ],[ [ 12.1  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 12.1  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 12.1  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 12.1  10.1  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 12.1  10.1  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 12.1  10.1  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 12.1  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
13.1,17.0,9.0,1.0,10.0,0.0,0.0,0.0,[ 11.1 ],[ [ 13.1  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 13.1  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 13.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 13.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 13.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 13.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 13.1  11.1  11.2  11.3  11.4  31.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 13.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
14.1,18.0,2.0,2.0,20.0,1.0,0.0,0.0,[ 10.1 ],[ [ 14.1  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 14.1  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 14.1  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 14.1  10.1  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 14.1  10.1  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 14.1  10.1  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 14.1  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
15.1,21.0,2.0,2.0,20.0,1.0,0.0,0.0,[ 10.2 ],[ [ 15.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 15.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 15.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 15.1  10.2  10.3  10.4  10.5  21.1 ]  [ 15.1  10.2  10.3  10.4  10.5  22.1 ]  [ 15.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 15.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 15.1  10.2  40.1  40.2  11.2  11.3  11.4  31.1 ]  [ 15.1  10.2  10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 15.1  10.2  10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 15.1  10.2  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 15.1  10.2  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 15.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 15.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 15.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 15.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
16.1,24.0,2.0,2.0,20.0,1.0,0.0,0.0,[ 10.2 ],[ [ 16.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 16.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 16.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 16.1  10.2  10.3  10.4  10.5  21.1 ]  [ 16.1  10.2  10.3  10.4  10.5  22.1 ]  [ 16.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 16.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 16.1  10.2  40.1  40.2  11.2  11.3  11.4  31.1 ]  [ 16.1  10.2  10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 16.1  10.2  10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 16.1  10.2  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 16.1  10.2  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 16.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 16.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 16.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 16.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
17.1,27.0,2.0,1.0,10.0,1.0,0.0,0.0,[ 10.3 ],[ [ 17.1  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 17.1  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 17.1  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 17.1  10.3  10.4  10.5  21.1 ]  [ 17.1  10.3  10.4  10.5  22.1 ]  [ 17.1  10.3  10.4  10.5  10.6  23.1 ]  [ 17.1  10.3  10.4  10.5  10.6  24.1 ]  [ 17.1  10.3  10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 17.1  10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 17.1  10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 17.1  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 17.1  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 17.1  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 17.1  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 17.1  10.3  10.4  10.5  46.1  47.1 ]  [ 17.1  10.3  10.4  10.5  46.1  48.1 ] ]
18.1,29.0,2.0,2.0,20.0,1.0,0.0,0.0,[ 10.3 ],[ [ 18.1  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 18.1  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 18.1  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 18.1  10.3  10.4  10.5  21.1 ]  [ 18.1  10.3  10.4  10.5  22.1 ]  [ 18.1  10.3  10.4  10.5  10.6  23.1 ]  [ 18.1  10.3  10.4  10.5  10.6  24.1 ]  [ 18.1  10.3  10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 18.1  10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 18.1  10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 18.1  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 18.1  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 18.1  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 18.1  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 18.1  10.3  10.4  10.5  46.1  47.1 ]  [ 18.1  10.3  10.4  10.5  46.1  48.1 ] ]
19.1,31.0,2.0,2.0,20.0,1.0,0.0,0.0,[ 10.4 ],[ [ 19.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 19.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 19.1  10.4  10.5  46.1  49.01 ] ],[ [ 19.1  10.4  10.5  21.1 ]  [ 19.1  10.4  10.5  22.1 ]  [ 19.1  10.4  10.5  10.6  23.1 ]  [ 19.1  10.4  10.5  10.6  24.1 ]  [ 19.1  10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 19.1  10.4  45.1  45.2  11.5  32.1 ]  [ 19.1  10.4  45.1  45.2  11.5  33.1 ]  [ 19.1  10.4  10.5  46.1  11.6  34.1 ]  [ 19.1  10.4  10.5  46.1  11.6  35.1 ]  [ 19.1  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 19.1  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 19.1  10.4  10.5  46.1  47.1 ]  [ 19.1  10.4  10.5  46.1  48.1 ] ]
20.1,33.0,2.0,1.0,10.0,1.0,0.0,0.0,[ 10.4 ],[ [ 20.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 20.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 20.1  10.4  10.5  46.1  49.01 ] ],[ [ 20.1  10.4  10.5  21.1 ]  [ 20.1  10.4  10.5  22.1 ]  [ 20.1  10.4  10.5  10.6  23.1 ]  [ 20.1  10.4  10.5  10.6  24.1 ]  [ 20.1  10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 20.1  10.4  45.1  45.2  11.5  32.1 ]  [ 20.1  10.4  45.1  45.2  11.5  33.1 ]  [ 20.1  10.4  10.5  46.1  11.6  34.1 ]  [ 20.1  10.4  10.5  46.1  11.6  35.1 ]  [ 20.1  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 20.1  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 20.1  10.4  10.5  46.1  47.1 ]  [ 20.1  10.4  10.5  46.1  48.1 ] ]
21.1,35.0,2.0,1.0,10.0,1.0,0.0,1.0,[ 10.5 ],[ [ 21.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 21.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 21.1  10.5  46.1  49.01 ] ],[ [ 21.1 ]  [ 21.1  10.5  22.1 ]  [ 21.1  10.5  10.6  23.1 ]  [ 21.1  10.5  10.6  24.1 ]  [ 21.1  10.5  46.1  11.6  11.5  11.4  31.1 ]  [ 21.1  10.5  46.1  11.6  11.5  32.1 ]  [ 21.1  10.5  46.1  11.6  11.5  33.1 ]  [ 21.1  10.5  46.1  11.6  34.1 ]  [ 21.1  10.5  46.1  11.6  35.1 ]  [ 21.1  10.5  46.1  11.6  11.7  36.1 ]  [ 21.1  10.5  46.1  11.6  11.7  37.1 ]  [ 21.1  10.5  46.1  47.1 ]  [ 21.1  10.5  46.1  48.1 ] ]
22.1,37.0,2.0,1.0,10.0,1.0,0.0,1.0,[ 10.5 ],[ [ 22.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 22.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 22.1  10.5  46.1  49.01 ] ],[ [ 22.1  10.5  21.1 ]  [ 22.1 ]  [ 22.1  10.5  10.6  23.1 ]  [ 22.1  10.5  10.6  24.1 ]  [ 22.1  10.5  46.1  11.6  11.5  11.4  31.1 ]  [ 22.1  10.5  46.1  11.6  11.5  32.1 ]  [ 22.1  10.5  46.1  11.6  11.5  33.1 ]  [ 22.1  10.5  46.1  11.6  34.1 ]  [ 22.1  10.5  46.1  11.6  35.1 ]  [ 22.1  10.5  46.1  11.6  11.7  36.1 ]  [ 22.1  10.5  46.1  11.6  11.7  37.1 ]  [ 22.1  10.5  46.1  47.1 ]  [ 22.1  10.5  46.1  48.1 ] ]
23.1,38.0,2.0,1.0,10.0,1.0,0.0,1.0,[ 10.6 ],[ [ 23.1  10.6  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 23.1  10.6  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 23.1  10.6  10.5  46.1  49.01 ] ],[ [ 23.1  10.6  10.5  21.1 ]  [ 23.1  10.6  10.5  22.1 ]  [ 23.1 ]  [ 23.1  10.6  24.1 ]  [ 23.1  10.6  10.5  46.1  11.6  11.5  11.4  31.1 ]  [ 23.1  10.6  10.5  46.1  11.6  11.5  32.1 ]  [ 23.1  10.6  10.5  46.1  11.6  11.5  33.1 ]  [ 23.1  10.6  10.5  46.1  11.6  34.1 ]  [ 23.1  10.6  10.5  46.1  11.6  35.1 ]  [ 23.1  10.6  10.5  46.1  11.6  11.7  36.1 ]  [ 23.1  10.6  10.5  46.1  11.6  11.7  37.1 ]  [ 23.1  10.6  10.5  46.1  47.1 ]  [ 23.1  10.6  10.5  46.1  48.1 ] ]
24.1,40.0,2.0,2.0,20.0,1.0,0.0,1.0,[ 10.6 ],[ [ 24.1  10.6  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 24.1  10.6  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 24.1  10.6  10.5  46.1  49.01 ] ],[ [ 24.1  10.6  10.5  21.1 ]  [ 24.1  10.6  10.5  22.1 ]  [ 24.1  10.6  23.1 ]  [ 24.1 ]  [ 24.1  10.6  10.5  46.1  11.6  11.5  11.4  31.1 ]  [ 24.1  10.6  10.5  46.1  11.6  11.5  32.1 ]  [ 24.1  10.6  10.5  46.1  11.6  11.5  33.1 ]  [ 24.1  10.6  10.5  46.1  11.6  34.1 ]  [ 24.1  10.6  10.5  46.1  11.6  35.1 ]  [ 24.1  10.6  10.5  46.1  11.6  11.7  36.1 ]  [ 24.1  10.6  10.5  46.1  11.6  11.7  37.1 ]  [ 24.1  10.6  10.5  46.1  47.1 ]  [ 24.1  10.6  10.5  46.1  48.1 ] ]
25.1,17.0,13.0,2.0,20.0,1.0,0.0,0.0,[ 11.1 ],[ [ 25.1  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 25.1  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 25.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 25.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 25.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 25.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 25.1  11.1  11.2  11.3  11.4  31.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 25.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
26.1,19.0,13.0,2.0,20.0,1.0,0.0,0.0,[ 11.1 ],[ [ 26.1  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 26.1  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 26.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 26.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 26.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 26.1  11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 26.1  11.1  11.2  11.3  11.4  31.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 26.1  11.1  11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
27.1,22.0,13.0,2.0,10.0,1.0,0.0,0.0,[ 11.2 ],[ [ 27.1  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 27.1  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 27.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  21.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  22.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 27.1  11.2  11.3  11.4  31.1 ]  [ 27.1  11.2  11.3  11.4  11.5  32.1 ]  [ 27.1  11.2  11.3  11.4  11.5  33.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 27.1  11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
28.1,25.0,13.0,2.0,20.0,1.0,0.0,0.0,[ 11.2 ],[ [ 28.1  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 28.1  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 28.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  21.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  22.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 28.1  11.2  11.3  11.4  31.1 ]  [ 28.1  11.2  11.3  11.4  11.5  32.1 ]  [ 28.1  11.2  11.3  11.4  11.5  33.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 28.1  11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
